item,key_ids
angel,6268036426235904
angel,6293096855764992
angel,4915503522906112
angel,5558696350318592
angel,5521044418854912
angel,5973269461073920
angel,6264418499297280
angel,6491428542742528
angel,6411199862276096
angel,6437086905237504
apple,5058142830329856
apple,6122314859020288
apple,6171832514248704
apple,4716950322151424
apple,5574610781208576
apple,4515937967407104
apple,5111616783777792
apple,4744351559188480
apple,5102646337732608
apple,5631010530131968
axe,5447324979429376
axe,6260004128555008
axe,5547243618697216
axe,6126790634373120
axe,5730438167396352
axe,5266256074637312
axe,4981486602158080
axe,5293080825561088
axe,4703953583341568
axe,5912453613355008
banana,4505911232036864
banana,5696747256938496
banana,6450073678381056
banana,4772237125091328
banana,5938841913393152
banana,6081913016025088
banana,6648088787681280
banana,4553472261226496
banana,6328065602879488
banana,5692466965512192
baseballbat,5809424213999616
baseballbat,4531585942552576
baseballbat,5468475814313984
baseballbat,4715088487383040
baseballbat,5757485375815680
baseballbat,6397005804863488
baseballbat,5076299951374336
baseballbat,5863816497725440
baseballbat,4530251717672960
baseballbat,5167145119907840
basket,6441886933843968
basket,6412092141731840
basket,5921099516739584
basket,4717366816538624
basket,6169858272133120
basket,5294373526831104
basket,5985260040880128
basket,6199478514089984
basket,5244967511392256
basket,4793209379094528
bat,5962303822364672
bat,4885365787721728
bat,4890997567782912
bat,6325739446075392
bat,6384303099346944
bat,4864354002403328
bat,5472970967351296
bat,6512054418538496
bat,6472121892995072
bat,5047880588984320
bed,4731095494950912
bed,6351747452764160
bed,6483568668704768
bed,4818081874444288
bed,5224200828616704
bed,5460675855908864
bed,5938365436264448
bed,5018360540561408
bed,5056432237969408
bed,4516356189847552
binoculars,6478943525797888
binoculars,4989046466019328
binoculars,5362522024574976
binoculars,5072386011430912
binoculars,5501546630479872
binoculars,4663360639467520
binoculars,4655922410422272
binoculars,6234010114064384
binoculars,5373362656247808
binoculars,6503011767549952
bird,5518587227799552
bird,5316719167930368
bird,6691199387697152
bird,5461409653587968
bird,5522854529466368
bird,5850340622598144
bird,6669315791126528
bird,6178090126409728
bird,5721159276429312
bird,5001212145434624
boomerang,5074122704945152
boomerang,4617893713018880
boomerang,5546077283418112
boomerang,5334729727410176
boomerang,6033058392178688
boomerang,6183746397011968
boomerang,6031301687640064
boomerang,6625854580850688
boomerang,5798197786050560
boomerang,4678051927425024
brain,6283158167224320
brain,4950310965477376
brain,6358140842934272
brain,4799164284141568
brain,5796110264172544
brain,5054841674006528
brain,5948422907494400
brain,6200730291535872
brain,5905809181507584
brain,6233224067940352
cactus,6185445325012992
cactus,6399740419768320
cactus,5153537908539392
cactus,5366297720258560
cactus,6118418115723264
cactus,4802503436664832
cactus,6571110218858496
cactus,6462469188878336
cactus,5561987268345856
cactus,5959401850535936
calendar,6429967808200704
calendar,6098369896251392
calendar,4919393274298368
calendar,4627797584642048
calendar,6155019764105216
calendar,5859393771929600
calendar,6527290882129920
calendar,5433444366548992
calendar,5933086267146240
calendar,6027581654564864
camera,5225372746514432
camera,6162308956946432
camera,6096236392218624
camera,6366638351843328
camera,5682232293326848
camera,5988712288616448
camera,5208614790758400
camera,5275883277385728
camera,4896732422864896
camera,6316692596588544
camouflage,5693324918784000
camouflage,6380790860480512
camouflage,5314475131404288
camouflage,4943476531658752
camouflage,5776963585179648
camouflage,4992711415300096
camouflage,5045061429493760
camouflage,6725556387184640
camouflage,5691039375425536
camouflage,4722830585364480
carrot,6544316115714048
carrot,5617347165421568
carrot,4969380028874752
carrot,5410181850595328
carrot,6727648271138816
carrot,5920834889711616
carrot,4704930537406464
carrot,4583544024203264
carrot,4923606737879040
carrot,5559623815790592
chair,5679585888829440
chair,5667818102063104
chair,6355327203147776
chair,6707981838188544
chair,5526389472100352
chair,4910241281998848
chair,5845192429010944
chair,4532981404270592
chair,6072441514229760
chair,5179540143865856
circle,5890451489947648
circle,6000064184975360
circle,5478064932782080
circle,5592355526672384
circle,4999093405351936
circle,6375162540720128
circle,6562268663775232
circle,5568723035357184
circle,5971052456837120
circle,6649856498073600
clock,4961134752825344
clock,6358780864364544
clock,5494395644149760
clock,5399229784653824
clock,5367003168636928
clock,5186865227366400
clock,6257596665167872
clock,4597666094776320
clock,5213343683969024
clock,6237369286000640
cloud,5577155264118784
cloud,4780913156161536
cloud,6715547557298176
cloud,6511252773797888
cloud,4791156456030208
cloud,5156317540909056
cloud,5620387805134848
cloud,5609932525142016
cloud,5184327488897024
cloud,5206670596636672
coffeecup,5362325378826240
coffeecup,5150998341353472
coffeecup,6530710095527936
coffeecup,5191299797876736
coffeecup,6235572077068288
coffeecup,5810448475619328
coffeecup,6692895530680320
coffeecup,5258272669958144
coffeecup,6445575220232192
coffeecup,5205197959725056
compass,6333895601553408
compass,5385403278295040
compass,5463503253012480
compass,6741473586315264
compass,4809496113184768
compass,5861630380343296
compass,5728041575645184
compass,5008857103335424
compass,5962974558683136
compass,5757775667789824
cookie,4800007712538624
cookie,6671943870709760
cookie,5495446547988480
cookie,6156437908619264
cookie,4637338305036288
cookie,5238096654237696
cookie,5532210578849792
cookie,6561585944330240
cookie,6620747025874944
cookie,4602237517037568
cooler,5919752138522624
cooler,5829074356273152
cooler,4709929967419392
cooler,6688714317103104
cooler,5246675113213952
cooler,6126789745180672
cooler,5532093540990976
cooler,5501237891956736
cooler,6045370322780160
cooler,5392714138910720
couch,5826077760946176
couch,4681010539134976
couch,6407760432332800
couch,6174441115484160
couch,4901743974416384
couch,5749187629023232
couch,6600956013707264
couch,6521040177987584
couch,6307274286956544
couch,6588733077848064
cup,6081215683624960
cup,4834021634736128
cup,5648968811806720
cup,5357455875768320
cup,5271036520038400
cup,5346373887066112
cup,5183559176290304
cup,5831499586732032
cup,5375741531258880
cup,5290628168548352
dragon,6140188281536512
dragon,6712781980041216
dragon,4752756743077888
dragon,6615009733902336
dragon,6689144090656768
dragon,5446722559934464
dragon,4741175149854720
dragon,5603705728532480
dragon,5524442778173440
dragon,4895117796179968
drill,6364322747908096
drill,6524544187629568
drill,6256407294771200
drill,5668378087784448
drill,5282176444661760
drill,6349932694863872
drill,6400737254834176
drill,5225577227223040
drill,4825062282625024
drill,6373463608524800
dumbbell,5496708110745600
dumbbell,6449643879661568
dumbbell,6009673306079232
dumbbell,6459180334448640
dumbbell,6412992121929728
dumbbell,6323566825963520
dumbbell,4540047569190912
dumbbell,5880737695793152
dumbbell,6367511996006400
dumbbell,4507850208444416
ear,5836514451783680
ear,6515274704486400
ear,6725113183469568
ear,6143901280763904
ear,6537734468403200
ear,6482683452456960
ear,6559121224499200
ear,5503604825784320
ear,5369758914445312
ear,6676161696366592
elbow,6663457254408192
elbow,5964760879202304
elbow,5486785058570240
elbow,6696313682919424
elbow,5010188845187072
elbow,4792638517542912
elbow,4770355505790976
elbow,5199914164289536
elbow,5648359832420352
elbow,5259216019259392
elephant,6544441139527680
elephant,5009906455281664
elephant,6166118844596224
elephant,4591273270837248
elephant,4868592816357376
elephant,5469770730176512
elephant,6290837279342592
elephant,5747621123588096
elephant,5975226187776000
elephant,4844478206574592
eraser,6643165945659392
eraser,5430107197931520
eraser,6011808206815232
eraser,5160887776182272
eraser,4771793166401536
eraser,6754736126558208
eraser,6659076387766272
eraser,6417744872341504
eraser,5073301476999168
eraser,5725474628042752
fan,5161419341299712
fan,5266673823121408
fan,6738018620669952
fan,6489459300237312
fan,5615833273335808
fan,5675889834590208
fan,4730974568972288
fan,6693496255676416
fan,5527924285374464
fan,5681079027499008
finger,5376205492584448
finger,4685298061541376
finger,4723562323640320
finger,4588799638110208
finger,6213076376354816
finger,5275305868525568
finger,5123866366050304
finger,6573157223759872
finger,5467801907101696
finger,6746941733994496
fireplace,6463691811717120
fireplace,5510494787993600
fireplace,5192840852275200
fireplace,5957267490865152
fireplace,4869318028296192
fireplace,4805498694008832
fireplace,6601589202616320
fireplace,5269651946733568
fireplace,4571715818487808
fireplace,4981245735862272
firetruck,6094430400413696
firetruck,6506653295837184
firetruck,4606860961251328
firetruck,6510161629806592
firetruck,5931590368624640
firetruck,6203474507202560
firetruck,6737780589723648
firetruck,6369400850481152
firetruck,5817539818946560
firetruck,5575516281110528
fish,4912372810514432
fish,5631150720548864
fish,4743597674987520
fish,5704232692875264
fish,6516190606262272
fish,4668820197212160
fish,5231393669906432
fish,5454951901822976
fish,5474129752883200
fish,5607084659834880
flashlight,5609283234299904
flashlight,5321483159076864
flashlight,5556116782055424
flashlight,6342271949602816
flashlight,6309171320324096
flashlight,5941792354598912
flashlight,4854313186754560
flashlight,4781984431734784
flashlight,5243864342331392
flashlight,4512153430130688
flower,5902887936851968
flower,4724221483679744
flower,6568977134256128
flower,6370052670488576
flower,5403950306033664
flower,4990303465373696
flower,4675175188529152
flower,6606146230026240
flower,4825624503910400
flower,6648618813489152
frog,6457746171887616
frog,5452747178508288
frog,5295987213991936
frog,4910736109207552
frog,6482126482440192
frog,5068419827236864
frog,4602215589216256
frog,5995514791198720
frog,5069536770392064
frog,6444146220859392
garden,5234117165711360
garden,6462017395228672
garden,5807240034385920
garden,5106420557021184
garden,4830357025193984
garden,4554463891161088
garden,5564113780473856
garden,6165737112600576
garden,5598545325326336
garden,5346057942728704
giraffe,4820508006678528
giraffe,6443275063918592
giraffe,5265052691070976
giraffe,4649582636040192
giraffe,5858289847894016
giraffe,4561569092468736
giraffe,5888846682128384
giraffe,6040634785792000
giraffe,6490946801762304
giraffe,6174361813778432
hamburger,6548516795056128
hamburger,4836945182064640
hamburger,5836942451146752
hamburger,5145309929799680
hamburger,6220103886569472
hamburger,5738567835844608
hamburger,5868805873991680
hamburger,5958845182509056
hamburger,5759113986310144
hamburger,4564411605843968
hand,5124429241647104
hand,6464360283111424
hand,5499838152048640
hand,5208057699106816
hand,4692214875684864
hand,4614149021630464
hand,6427952688398336
hand,6283302228983808
hand,5396201287450624
hand,5209711366373376
helicopter,6107708077899776
helicopter,6416308763623424
helicopter,4741345769947136
helicopter,5974616642158592
helicopter,5846003036979200
helicopter,5439030776823808
helicopter,4694948395876352
helicopter,5001528899272704
helicopter,5130445127680000
helicopter,6120171573870592
hexagon,6383526498795520
hexagon,5337605258346496
hexagon,6134456781897728
hexagon,6733993078685696
hexagon,6429001679634432
hexagon,4553038033321984
hexagon,5989277613686784
hexagon,6598326222848000
hexagon,4578384883482624
hexagon,5121385351348224
horse,4786602054254592
horse,6072403887128576
horse,4901505075249152
horse,5739794501992448
horse,5841243718287360
horse,6127299139207168
horse,6236306763939840
horse,6141504038895616
horse,6504557217579008
horse,5361436035383296
hospital,6385743595307008
hospital,6441642540138496
hospital,4748766504550400
hospital,5744996126818304
hospital,6234535710687232
hospital,6097529949126656
hospital,4983167935053824
hospital,6414587769389056
hospital,6289177542918144
hospital,6002210561327104
hot tub,4589209371279360
hot tub,5280702041948160
hot tub,6264029255303168
hot tub,5872538791968768
hot tub,6213268479672320
hot tub,6255101490495488
hot tub,4876918362996736
hot tub,5521297511546880
hot tub,5074194175885312
hot tub,6552112840310784
house,5088886004908032
house,6034229911617536
house,5829859429318656
house,5558308209426432
house,6034009698074624
house,5035294053105664
house,5852928386531328
house,5944091701411840
house,5999024505094144
house,6381743567273984
hurricane,5879507758088192
hurricane,5490350300856320
hurricane,6276871069106176
hurricane,5028725739487232
hurricane,6583136982925312
hurricane,5991370416193536
hurricane,6619839747588096
hurricane,5898032941891584
hurricane,4890645762146304
hurricane,6213844911259648
icecream,6124204246171648
icecream,6268949102592000
icecream,5972819433226240
icecream,4849107103383552
icecream,6440728181866496
icecream,5845398117679104
icecream,5438695014400000
icecream,5574889203302400
icecream,5282491919237120
icecream,6026599805747200
knee,4586471065387008
knee,5304715371872256
knee,4875877236080640
knee,5360092721446912
knee,5552135267680256
knee,4753000813821952
knee,4651273569697792
knee,5229714304139264
knee,5588403494060032
knee,6676699678769152
ladder,4896459252039680
ladder,5081866564534272
ladder,4658322844155904
ladder,5396153463996416
ladder,5227134891065344
ladder,4829775740796928
ladder,4915925721546752
ladder,6254548920303616
ladder,4707273223962624
ladder,4542097241669632
lantern,5143742111547392
lantern,6648653773012992
lantern,4853669767938048
lantern,6194869674442752
lantern,5509578701668352
lantern,4594681763594240
lantern,5665185064812544
lantern,5873968206577664
lantern,5353645384138752
lantern,6136531473399808
leaf,5742406831964160
leaf,6058103420223488
leaf,6283595175952384
leaf,4537446966493184
leaf,6313245298130944
leaf,5596363448385536
leaf,5233376250298368
leaf,4896351022219264
leaf,6432130261319680
leaf,6134131123552256
lighter,5654494006214656
lighter,4732609470922752
lighter,5185665606090752
lighter,5641236381696000
lighter,6359500283969536
lighter,5810469535219712
lighter,5270710337404928
lighter,6394118378881024
lighter,5563302757269504
lighter,6622030982021120
lightning,6216552514846720
lightning,4539347120422912
lightning,5339987975340032
lightning,5396326957187072
lightning,5745354035167232
lightning,4680411860959232
lightning,5369855966445568
lightning,6140562165989376
lightning,6445195132403712
lightning,5220930492039168
line,6301076670119936
line,5523476968374272
line,5295120800808960
line,5571338452336640
line,6225670713638912
line,5431003633942528
line,6500462037565440
line,6156224301105152
line,4772930825224192
line,5279806977474560
mailbox,4732245002682368
mailbox,5827092748959744
mailbox,5135490091057152
mailbox,5790579172573184
mailbox,5835013574623232
mailbox,6349521581768704
mailbox,4905571226484736
mailbox,5209031335477248
mailbox,5696577316323328
mailbox,5463959492624384
marker,6182780687876096
marker,4960531288948736
marker,6668307958595584
marker,6292753942052864
marker,4989827344760832
marker,6455906176860160
marker,5392468017152000
marker,6639925531246592
marker,6402533234835456
marker,5316651039850496
mermaid,6321136612671488
mermaid,5288352234340352
mermaid,5512839148077056
mermaid,5877362577113088
mermaid,5192082773770240
mermaid,5801247514820608
mermaid,4706217165324288
mermaid,5714283008622592
mermaid,6356046375288832
mermaid,5386580518764544
microwave,5358975404998656
microwave,6499506453479424
microwave,4632699845214208
microwave,5275808652328960
microwave,5527661403176960
microwave,6155817751412736
microwave,6503347714523136
microwave,5634937443057664
microwave,4844655235563520
microwave,6253667915137024
mouth,5012721131061248
mouth,5385279579881472
mouth,6122023409418240
mouth,5026426203930624
mouth,6619455327043584
mouth,5750308128948224
mouth,5655317834629120
mouth,5115539913441280
mouth,6670415940288512
mouth,6128605526491136
octagon,5436070890045440
octagon,5273167595569152
octagon,5090424039407616
octagon,5606715326201856
octagon,5506647621369856
octagon,4990243822370816
octagon,6657835943329792
octagon,6165473647394816
octagon,5349695138299904
octagon,4543843514974208
octopus,4968541688168448
octopus,5122318563016704
octopus,6172563967311872
octopus,5767733432025088
octopus,4857913300484096
octopus,5936474644021248
octopus,4676435392331776
octopus,5264184050712576
octopus,4643236033331200
octopus,6622085747048448
palmtree,4952288860831744
palmtree,6299050083090432
palmtree,4982533521408000
palmtree,6649935887859712
palmtree,5847123755008000
palmtree,6313422520057856
palmtree,5756348144812032
palmtree,4788776284979200
palmtree,5908666291060736
palmtree,5424865907572736
panda,6578350996848640
panda,5969824733724672
panda,6076177682792448
panda,5367940633329664
panda,4780716711739392
panda,6080094609080320
panda,4513138927992832
panda,5460999400325120
panda,5177179019149312
panda,6355393607368704
parrot,4912095655100416
parrot,6730942460723200
parrot,6710594721808384
parrot,5758133982986240
parrot,6228552632500224
parrot,5068047960244224
parrot,6380062595088384
parrot,5190605674119168
parrot,5339259407958016
parrot,5755261719412736
passport,6528748289523712
passport,4671108961796096
passport,5837811729039360
passport,5313201522606080
passport,6288212873969664
passport,6185647238807552
passport,6140657741594624
passport,5367482611138560
passport,5058768117170176
passport,4736891620425728
penguin,6340893076357120
penguin,4993661920083968
penguin,4828749268779008
penguin,5211204018503680
penguin,5298671379808256
penguin,5813853965254656
penguin,6640717290012672
penguin,6487117653868544
penguin,5401605904007168
penguin,4879024838934528
pictureframe,6522605274136576
pictureframe,5894751855312896
pictureframe,6529845313929216
pictureframe,5294350659485696
pictureframe,5407943484768256
pictureframe,5878173499654144
pictureframe,5675871161548800
pictureframe,6195661710032896
pictureframe,5444806220185600
pictureframe,4733911655514112
pig,5516272596942848
pig,5101589578645504
pig,6691226264797184
pig,6671933653385216
pig,5992838087049216
pig,6002022841057280
pig,4660890664173568
pig,6125733128699904
pig,5865236215103488
pig,5953361901780992
pillow,5363697755095040
pillow,6337973123547136
pillow,5716648386363392
pillow,5554209237762048
pillow,5524471165222912
pillow,5442303831310336
pillow,5749608804253696
pillow,4647562055254016
pillow,5740221687660544
pillow,6294262431875072
pizza,6591585942765568
pizza,4630497109999616
pizza,6582456582930432
pizza,5157782581936128
pizza,5358683162673152
pizza,4880091383332864
pizza,5751265302675456
pizza,5929031402782720
pizza,5066741887533056
pizza,5475454347640832
raccoon,4842672642588672
raccoon,5430934461480960
raccoon,6003663099133952
raccoon,6689822313807872
raccoon,6001818746224640
raccoon,5231194947977216
raccoon,5008984996052992
raccoon,6031145655336960
raccoon,6544028319350784
raccoon,6348112429842432
radio,5143734226255872
radio,6574824711258112
radio,6672162209398784
radio,5432036741349376
radio,5924748091457536
radio,6092441117523968
radio,5081026244116480
radio,6676245246902272
radio,6714163835437056
radio,6572815794831360
rainbow,5049828524425216
rainbow,6320292085366784
rainbow,5961156613111808
rainbow,6070853550735360
rainbow,5448602077888512
rainbow,5887504739729408
rainbow,4706986165796864
rainbow,4812715459608576
rainbow,6504949183676416
rainbow,5141099146379264
rhinoceros,6041672469184512
rhinoceros,6281247439454208
rhinoceros,5366170540572672
rhinoceros,5801677565198336
rhinoceros,5826383844474880
rhinoceros,5819179439489024
rhinoceros,5084024949178368
rhinoceros,4692896861126656
rhinoceros,4847615340445696
rhinoceros,6251404299599872
rollercoaster,5643239291879424
rollercoaster,5499098713030656
rollercoaster,6569535173820416
rollercoaster,5370669443317760
rollercoaster,6386138459668480
rollercoaster,5636944430104576
rollercoaster,5336176678404096
rollercoaster,4663396274274304
rollercoaster,5251521686011904
rollercoaster,4993155222994944
saw,6333355358420992
saw,4518850831843328
saw,6410826133012480
saw,5992914679234560
saw,6032373932097536
saw,4547612952756224
saw,6530910918803456
saw,6351665311514624
saw,6617410368962560
saw,5618748637577216
saxophone,5578975327813632
saxophone,4598333022666752
saxophone,6635812294754304
saxophone,4801747442728960
saxophone,5984288099008512
saxophone,6629008642932736
saxophone,4886788667604992
saxophone,4906972862218240
saxophone,6221963267670016
saxophone,4869136750477312
seaturtle,6423431526481920
seaturtle,6495645630201856
seaturtle,6028313057296384
seaturtle,4582084830035968
seaturtle,4609007190802432
seaturtle,5109483388796928
seaturtle,5076460664520704
seaturtle,5479937978925056
seaturtle,4619008261226496
seaturtle,5182654167121920
sink,5502443481726976
sink,4639965151494144
sink,5283185166385152
sink,6387351959896064
sink,5902510009090048
sink,4870505842606080
sink,5907172615520256
sink,4524189270671360
sink,4614614002171904
sink,6095293688840192
snake,5681037470334976
snake,4893588133511168
snake,4867726742913024
snake,6210361302712320
snake,4789680929243136
snake,6134086458408960
snake,4642578634899456
snake,4870631751417856
snake,5093112521162752
snake,6282055333707776
snorkel,5286874367131648
snorkel,5304819843596288
snorkel,5224477833035776
snorkel,5807581383622656
snorkel,4821948733325312
snorkel,4696312337399808
snorkel,5558964517339136
snorkel,5045260289835008
snorkel,4628291296165888
snorkel,6244241917345792
snowman,5925657202655232
snowman,6447121576230912
snowman,5545098639048704
snowman,5755617463500800
snowman,4539885950074880
snowman,6582126315044864
snowman,5846522375700480
snowman,4697045141028864
snowman,5419358316658688
snowman,5284197797199872
spreadsheet,4857473548681216
spreadsheet,5889893643321344
spreadsheet,4765384718680064
spreadsheet,5084225810202624
spreadsheet,6175590505775104
spreadsheet,5393183494111232
spreadsheet,5390930620186624
spreadsheet,6377773893419008
spreadsheet,4774828231884800
spreadsheet,4906789889900544
square,5578784335986688
square,6559680040009728
square,5147346746736640
square,4927733509390336
square,6580313197117440
square,4972316444327936
square,5300744427143168
square,5112845727432704
square,5457071115862016
square,6567109628788736
squiggle,5897508486119424
squiggle,6313025231388672
squiggle,5926187123605504
squiggle,5638138900774912
squiggle,5218604251348992
squiggle,4816220186476544
squiggle,5122210517745664
squiggle,4764720206708736
squiggle,4829957521932288
squiggle,5426745043845120
stairs,6327106348777472
stairs,5661796117512192
stairs,6324171124506624
stairs,5859867426291712
stairs,6421655976935424
stairs,5042096396304384
stairs,5471782788136960
stairs,5010618480328704
stairs,6509396706197504
stairs,5598701202440192
star,6721371398733824
star,4963412725465088
star,5107314027659264
star,4857982053515264
star,4693583791652864
star,6741012686831616
star,6611819533697024
star,6296075897929728
star,5937074299469824
star,5397811224903680
stereo,5289338705281024
stereo,4858987742756864
stereo,5222299533836288
stereo,5051107904585728
stereo,5060225465843712
stereo,4540247721377792
stereo,5851528881504256
stereo,4775404659277824
stereo,5976083872612352
stereo,5338396119531520
strawberry,4883006156177408
strawberry,6144368912105472
strawberry,6461967499788288
strawberry,6609362824986624
strawberry,6061565369384960
strawberry,6616513995866112
strawberry,6160808574713856
strawberry,5888405709783040
strawberry,5400060206514176
strawberry,5268730512670720
tiger,5762831196618752
tiger,6028176574644224
tiger,5046251236098048
tiger,6519734205939712
tiger,6076994615771136
tiger,5165529490784256
tiger,5346123273207808
tiger,6661637744361472
tiger,6653838805172224
tiger,5607720986083328
toothbrush,5549968121135104
toothbrush,4524453562155008
toothbrush,4581497359040512
toothbrush,5271430302269440
toothbrush,6500615913996288
toothbrush,5638251056463872
toothbrush,4729234851364864
toothbrush,6679487074795520
toothbrush,6523509985509376
toothbrush,4513255831633920
tornado,5551661059670016
tornado,4946080888258560
tornado,5192404380418048
tornado,5569225798189056
tornado,4823916319080448
tornado,6058441850224640
tornado,6346899923664896
tornado,6275209772400640
tornado,4675437634519040
tornado,6080297328181248
tractor,5949455729688576
tractor,5378289755488256
tractor,5967966703190016
tractor,5666784101269504
tractor,5191164070199296
tractor,6393668749492224
tractor,5086293753069568
tractor,5419239785627648
tractor,6474728720039936
tractor,5457881707053056
trafficlight,5841513235873792
trafficlight,5183051564843008
trafficlight,4747147868110848
trafficlight,4788525922779136
trafficlight,5615481874546688
trafficlight,5697125180506112
trafficlight,5814974280630272
trafficlight,5237668852006912
trafficlight,5996074311352320
trafficlight,4703195873935360
tree,6754980922916864
tree,5461102815084544
tree,6475480473534464
tree,5662968375148544
tree,6385105268375552
tree,6366846557093888
tree,5252933924945920
tree,6737193500409856
tree,5312891131527168
tree,5017759178031104
triangle,6395961402195968
triangle,4726301673914368
triangle,5012301566443520
triangle,5195262010064896
triangle,5786983580303360
triangle,4811766775152640
triangle,5894655486984192
triangle,6364589434339328
triangle,5393213273669632
triangle,5981979839299584
umbrella,5444323300605952
umbrella,5159458424487936
umbrella,6555379112607744
umbrella,4990609028808704
umbrella,5285925682675712
umbrella,5677500782870528
umbrella,4761228448628736
umbrella,5229728753516544
umbrella,6400115105333248
umbrella,6690639645245440
van,5105152686030848
van,4706001884282880
van,5602190330691584
van,6115459688562688
van,5352125490003968
van,4816647284064256
van,5489746388189184
van,4554136735449088
van,5693775504474112
van,6040425922035712
vase,6126271664750592
vase,6246803664011264
vase,6587600359915520
vase,6089568149307392
vase,5036339424657408
vase,5156651055185920
vase,4955875997384704
vase,5677207336779776
vase,5133809026596864
vase,6514467602956288
winebottle,6669431415504896
winebottle,5874957273792512
winebottle,4673582024097792
winebottle,6041048574853120
winebottle,6619138422210560
winebottle,5745939073466368
winebottle,6206868017905664
winebottle,5051497643507712
winebottle,4612555609735168
winebottle,6371351696769024
yoga,6357353706291200
yoga,5862286063304704
yoga,5853792899694592
yoga,5261461880307712
yoga,5969965804945408
yoga,6096296165244928
yoga,5189538861285376
yoga,4957849807486976
yoga,6700125063741440
yoga,4923413124612096
zigzag,5842867782156288
zigzag,5028784241639424
zigzag,6664885343617024
zigzag,6739891499040768
zigzag,5234266084474880
zigzag,5690296782290944
zigzag,4903658963599360
zigzag,6230773424193536
zigzag,4580829525180416
zigzag,5210126199816192
